artifactName,country,library,relicTime,material,moreUrl,imageUrl,size,description
造像石,中国,山西博物馆,北魏,石,https://www.shanximuseum.com/cms/a/776.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f380226a69_1336_748_105_0.jpg,下宽40，上宽33，高45厘米；造像主尊高28厘米。,
造像石,中国,山西博物馆,北魏,石,https://www.shanximuseum.com/cms/a/775.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f3764ed238_1336_748_118_0.jpg,下宽39，上宽34，高46厘米；造像主尊高25.5厘米。,
阿弥陀佛,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/779.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f4a6341001.jpg,纵145、横76厘米。阿弥陀佛佛号甚多，主要有：无量寿、无量光、甘露。佛教净土宗信徒认为是“西方极乐世界”教主，能接引念佛的人死后往生“西方净土”，故又称接引佛。,
文殊菩萨,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/780.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f4af09ea25.jpg,纵122、横62.5厘米。文殊为文殊师利的简称，意为妙吉祥。文殊为释迦牟尼佛的左胁侍，象征“智慧”。经常与右胁侍普贤菩萨并称。塑像骑狮，表示智慧威猛。相传其应化说法的道场在山西省五台山。,
观音菩萨,中国,山西博物馆,明,纸,https://www.shanximuseum.com/cms/a/781.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f4b811f592.jpg,纵126、横62厘米。观音为观世音的简称，为阿弥陀佛的左胁侍。《法华经》称遇难众生只要诵念其名号，“菩萨即时观其音声”，前往拯救使得解脱，故名观世音。唐代因讳太宗名，去世字略称观音。自南北朝以来，中国寺院中观音造像都作女相。相传其应化说法的道场在浙江省普陀山。,
白釉印花碗,中国,山西博物馆,金,瓷,https://www.shanximuseum.com/cms/a/828.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c106db74a2e1_1336_748_94_0.jpg,高8.1、口径19.5、足径7.7厘米。,"山西省大同市下王庄出土。,侈口，深腹，矮圈足。白胎，质细坚致。白釉泛黄，釉层较亮。碗内壁为印花装饰。碗心为放射状花纹，内壁印三朵缠枝荷花。碗内底一周有九个椭圆形支钉痕。"
佛坐像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/811.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c177fa6b4fd4.jpg,高26厘米，宽11厘米，厚7.5厘米。山西博物院旧藏。佛作高肉髻，有舟形头光，身着通肩袈裟，结跏跌坐于圆形台座上，左手自然下垂扶膝，右手持物，下身衣褶悬搭于座前。台座下端阴刻：“上元元年十月十五日……”，字迹漫漶不清。,
钧釉匜,中国,山西博物馆,金,瓷,https://www.shanximuseum.com/cms/a/827.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c106d6a3f4fe_1336_748_142_0.jpg,高5.7、口径15.3、全长22.5厘米。,"1977年山西省应县城关出土。,方流较长，流下一执环，敛口，扁鼓腹，平底。施天青色釉，釉层较亮，有小棕眼，密布浅隐的鱼鳞开片，内底可见“蚯蚓走泥纹”。口沿釉薄，外壁有几处流釉，呈明显的乳浊状。底部有五个支钉痕。"
钧釉红斑碗,中国,山西博物馆,金,瓷,https://www.shanximuseum.com/cms/a/826.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c106d1777bdd_1336_748_98_0.jpg,高4.7、口径13.3、足径3.9厘米。,"山西省大同市西郊出土。,小直口，斜直壁，浅腹，小圈足。釉色月白，施釉近足。釉层较亮，上有稀疏浅隐开片和气泡，口部一周釉呈浅黄灰色，外壁近足处积釉较厚，足部有浅酱色护胎釉。碗心有呈“Z”形紫色图案。（有学者认为此器的年代应属金—元代。）"
青釉刻花盘,中国,山西博物馆,金,瓷,https://www.shanximuseum.com/cms/a/825.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c106cbf21aca_1336_748_111_0.jpg,高3.6、口径18、足径6.6厘米。,"山西省侯马市出土。,敞口，浅腹，下腹稍斜折，矮圈足。胎为黄褐色，胎质细腻。通体施青绿色釉，釉面光亮，密布有小气泡和棕眼及大小不等的隐形开片，底足露胎。盘内底刻弦纹一周，弦纹内刻有盛开的莲花和荷叶图案，刀锋犀利，外壁斜折处有一周弦纹。陕西耀州窑烧造。"
白釉三叉提梁壶,中国,山西博物馆,辽,瓷,https://www.shanximuseum.com/cms/a/823.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f6cbf7061c_1336_748_101_0.jpg,高16.5、口径4.4、底径5.7厘米。,"山西省大同市南郊出土。,壶口内凹折一平台，中有一圆口，斜肩，圆曲腹，腹壁一周有六道细印痕，圈足。腹上部置一圆流，肩部有一弓形提梁，提梁前端分三叉，每叉下端贴附圆形花饰，后端塑为绳编状，下端贴附如意形花饰。肩部有两道细弦纹。器表釉色白中闪青，底足一周无釉。"
白釉弦纹盖罐,中国,山西博物馆,金,瓷,https://www.shanximuseum.com/cms/a/824.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c106c4563293_1336_748_108_0.jpg,通高14.5、口径8.7、足径5.8厘米。,"1973年山西省大同市城西金大定三十年（1190年）阎德源墓出土。,小方唇，短直领，圆鼓腹，圈足。拱顶折沿盖，小圆锥状钮。白胎，胎质细腻。满釉，圈足一周及底心刮釉。釉色白中泛黄，釉层光亮。盖沿积釉处呈黄色。钮外一周弦纹，罐肩部两周细弦纹。河北定窑烧制。"
青绿釉莲瓣纹灯,中国,山西博物馆,北齐,瓷,https://www.shanximuseum.com/cms/a/816.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c177d6ae6eab.jpg,通高45.5厘米，盏径17厘米，底径19.5厘米，柄长25.9厘米。,敛口，圆唇外有棱，其下一周联珠纹，圆腹，平底，底部起棱一周，腹壁上贴有忍冬、蕉叶、佛家背光和月牙宝珠等花纹，接于底部棱上、花纹上部高出器口、底部中央有凸榫，插入坚柄内中央。坚柄，上口略外撇，直柄中部有一周联珠纹及两周棱纹，其上一周莲及蕉叶弄划纹，下为忍冬纹。圆座，座体饰倒置宝相莲瓣，下覆圆盖，底有一周联珠纹。通体黄绿釉，有细小冰裂纹。
青釉莲瓣纹灯,中国,山西博物馆,北齐,瓷,https://www.shanximuseum.com/cms/a/815.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c177ddc53a61.jpg,高48.1、口径14.2、底径19.3厘米。,"2003年山西省太原市北齐武平二年（571年）徐显秀墓出土。,灯由灯碗、长柄、底座三部分组成。灯碗呈钵形，直口，弧壁，深腹，外壁饰八瓣仰莲纹。圆形高直柄，柄上有三组联珠纹带与四组双弦纹相间排列。覆盆形底座，平底，座面饰八瓣覆莲纹，底部有两道凹弦纹。粉白色胎，胎质稍粗。釉呈黄绿色，施釉不均，有细小的开片，积釉处釉色较深。"
青釉托盏,中国,山西博物馆,北魏,瓷,https://www.shanximuseum.com/cms/a/814.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f60826b9a7_1336_748_108_0.jpg,通高6.7厘米。盏口径9.1、足径3.3厘米，托口径15.3、足径6.4厘米。,"1957年山西省太原市东太堡村出土。,盏口微敛，圆弧壁，小饼足，足外撇，底略凹。托为浅曲腹，矮饼足，底内凹，施釉至下腹，托中心有托口。赭灰色胎，胎质较细。施青绿釉，密布大小不等开片。"
青釉三系单龙柄壶,中国,山西博物馆,隋代,瓷,https://www.shanximuseum.com/cms/a/818.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c177cb6f3445.jpg,高46.7、口径13.2、底径13.4厘米。,"1989年山西省汾阳市北关隋开皇十五年（595年）梅渊墓出土。,盘口，束颈，丰肩，圆鼓腹，平底。颈部有三道粗弦纹。肩一侧塑龙首双泥条长柄，龙首低垂，衔于壶口，柄末端粘三个小圆饼；另一侧均匀分布三个泥条盘成拱形系，下端粘一小圆饼。胎质较细。通体施青绿色釉，釉层光亮，施釉不均，局部有流釉和缩釉现象，腹下部露胎。"
佛立像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/813.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c177e96a7b4c.jpg,高121厘米，宽38厘米，厚20厘米。山西省侯马市出土。佛呈站立状，高肉髻，前额宽广，面方圆，耳下垂，身着交领大衣，衣褶均匀清晰，系带搭于左臂之上，双臂均残缺，身体略前倾，腹部微凸。足部残缺。,
释迦坐像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/812.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/17/s5c177f21eab68.jpg,通高93厘米，宽45厘米。1982年山西省芮城县风陵渡出土。释迦牟尼结跏跌坐于八角形束腰须弥座上，内着袒右肩僧衣，外披袈裟，衣裙裹腿。脸型丰圆，闭目合唇，面带微笑，慈祥平和。右手残缺，左手作降魔触地印。台座下框部分刻铭文，“大唐景龙四年四月十五日弟子张敬节为七世先……帝及师僧父母法界众生同出……供养”等字。,
黄釉印花扁壶,中国,山西博物馆,北齐,瓷,https://www.shanximuseum.com/cms/a/817.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f628255f3b_1336_748_94_0.jpg,高27.5、口径5.7厘米。,"1956年山西省太原市玉门沟出土。,椭圆形口，短束颈，梨形腹，腹部扁平，高圈足。正背面模印相同纹饰，呈浅浮雕状。腹壁正中站立一胡人，左手持物似骨朵，身前两侧蹲坐两只狮子，狮子扭首向前。壶壁两侧模印象首，长鼻垂于底部。联珠纹边框。口部、足壁部分模印联珠纹莲瓣。该器明显受外来文化影响，是北朝时期中西文化交流的见证。"
倪元璐 草书五律诗,中国,山西博物馆,明,绫本,https://www.shanximuseum.com/cms/a/869.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11c1d81e541.jpg,绫本。纵169厘米，横40厘米。,"草书五律诗：“故人隔天风，海水吹不立。聊将尘渴心，远赴山中汲。晴香芝兰生，暝翠雾露湿。惟尘鸡犬吠，幽林能径入。”署款“元璐”，钤“倪元璐印”、“太史氏”两方印。右下角钤两方藏章。,倪元璐（1593～1643年），字汝玉，号鸿宾，浙江上虞人。工诗文，善书画，行草书参以古隶，独辟蹊径，风格秀逸。"
白釉人首执壶,中国,山西博物馆,唐,瓷,https://www.shanximuseum.com/cms/a/819.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/11/s5c0f642147fb8_1336_748_105_0.jpg,高31.2、口径9.8*5、底径7.8厘米。,"1956年山西省太原市石庄头村出土。,扁弧形口，细束颈，橄榄形腹，扁条形柄，外撇足，足心内凹。柄与口沿形似带茎荷叶，上塑一童首。整体造型有浓厚的波斯萨珊王朝金银器的特征。釉色黄白，釉面较亮，施釉至足，足底无釉。执柄上流釉至下腹部，釉层明显闪青。流下腹部刻出一道竹节纹，其下端贴花。执柄下部也有贴花装饰。"
陈廷敬 行书白居易《池上篇》,中国,山西博物馆,清,绫本,https://www.shanximuseum.com/cms/a/870.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11c1f34ee85.jpg,绫本。纵188厘米，横49厘米。,"释文：“十亩之宅，五亩之园。有水一池，有竹千竿。勿谓土狭，勿谓地偏。足以容膝，足以息肩。有堂有庭，有桥有船。有书有酒，有歌有弦。有叟在中，风神飘然。安分止足，外无求焉。如鸟择木，姑务巢安。如鱼在沼，不知海宽。灵鹤怪石，紫菱白莲。时饮一杯，或吟一篇。妻孥熙熙，鸡犬闲闲。优哉游哉，终老其间。 素心吾弟 兄廷敬书”。款署“石雪鉴藏”、“岁寒堂诗画印”两方藏章。,陈廷敬（1639～1710年），字子端，号涣岩，晚号午亭，山西泽州（今晋城）人。顺治十五年（1658年），官吏部尚书、文渊阁大学士、《康熙字典》总修官等职，有《午亭文编》等存世。他的诗风清雅醇厚，独树一帜，在清初能与诗坛领袖王士禛相拮抗，被封为一代文宗。他参与国家政要军机四十多年，成为康熙皇帝的股肱之臣，为康熙盛世的形成起到了重要作用。陈廷敬的书法祖述二王，是清代初期帖学功底极深的代表性书家，更是一个善于融会贯通、博采众长而又创新不足的书家。"
吴雯 行书《送徐道冲之粤东》,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/871.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11c781360bd.jpg,纸本。纵140厘米，横41厘米。,"行书写五言诗：“腊月渔阳道，冰坚马骨寒。朔风吹海雪，一夜满桑干。之子东南下，想思正北看。雁过梅岭少，书达玉堂难。去阅珊瑚树，归贻翡翠盘。莫持鹦鹉赋，倚醉压珠官。”署“雯”，钤“吴雯之印”。,吴雯（1644～1704年），字天章，号莲洋，又号玉溪生，山西永济人。康熙十八年（1679年）召试“博学鸿儒”科，报罢，遂遍游天下，布衣终老。他一生结交文人雅士，时人甚至以能与吴雯结识为荣幸。他是清初著名诗人，诗才高妙，在当时被文坛领袖王士禛誉为“仙才”，著有《莲洋集》。吴雯亦工于书法，很得王献之神髓，他的书法，骨力独具，傲岸不屈，既有文人的飘逸，又有落拓江湖的洒脱，常被人奉为法书。"
杨笃 隶书集乙瑛碑字联,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/874.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11c877ab1a2.jpg,纸本。纵164厘米，横37.8厘米。,"隶书八言联，文“叠矩重规制行以礼，九经廿史稽古为文”。款“子余三史大人雅属，虬糜杨笃集乙瑛碑字”，钤白文“臣杨笃印”、朱文“虬糜”两方印。,杨笃（1834～1894年），字巩凡，一字雅利，别署琴如，号秋湄，别号北屈，或署虬麋道人、吕香真逸等，山西乡宁人。杨笃为近代极为有名的方志界名家。他一生之中主撰了《山西通志》（光绪）、《蔚州志》、《代州志》等共计13部262卷，创造了我国历史上个人修志种数最多的记录。杨笃也是当时极负盛名的诗人、学者兼书法家，贯通经史，尤擅金石书法，好为篆字，古朴大雅，为人所重。"
祁寯藻 行书《花庵记》,中国,山西博物馆,清,绫本,https://www.shanximuseum.com/cms/a/873.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11c84f2a712.jpg,绫本。纵128厘米，横64.5厘米。,"行书写“时任西京留台，廨舍东新开小园无亭榭，乃构木插竹，多种酴醾宝相及牵牛诸延蔓之物使蒙幂其上如栋宇状，名曰花庵”，署“淳甫祁隽藻书”。钤“寯藻私印”、“字叔颖号淳甫”两印。笔法浑圆，纵横舒展。,祁寯藻（1793～1866年），字叔颖，一字淳甫，后因避讳改实甫，号春圃、息翁，山西寿阳人。祁寯藻是祁韵士的第五子。他二十二岁中进士，官至大学士、首席军机大臣，是清代晋人在朝中居官最高最久者，曾为道光、咸丰、同治皇帝授课，人称“三代帝师”，为史上所罕有。他一生政声显赫，尤以道光二十年（1840）奉旨赴福建视察海防建设及禁烟，上书道光帝要求查禁烟贩、惩治汉奸最为著名。祁寯藻主持清代道咸诗坛、书坛长达几十年，为士林所瞻望，他为学主张通训诂，明义理，调和汉、宋学术之争；为诗主张宗宋，开后代同光宋诗派诗人之先河；其书法更是清代书坛承上启下的一代宗师，由小篆入真、行，出颜、柳，参以山谷，深厚遒劲，自成一格，论者谓达到“大书深刻”之绝诣，有“为一时最，人共宝之”的赞誉。以其在清代山西书法史上的影响和地位而论，堪称傅山以后第一人。"
伊秉绶 隶书五言联,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/872.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11c7c1b455c.jpg,纸本。纵123厘米，横20厘米。,"文：“咏风多古意，觞月具新欢。”款“书为秋厓二世叔鉴正，嘉庆癸亥岁，世侄伊秉绶”，钤“寒玉斋”、“墨卿”、“伊秉绶印”。字体方正匀称，寓巧于拙。癸亥为1803年，作者时年四十九岁。,伊秉绶（1754～1815年），字组似，号墨卿、墨庵等，福建宁化人。工书法、篆刻、山水、墨梅，隶书最负盛名。"
梁檀 赠傅山山水,中国,山西博物馆,清,绢本,https://www.shanximuseum.com/cms/a/888.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e8420b2cc.jpg,绢本，纵79.5厘米，横32.8厘米。,梁檀，约明末清初人，约卒于康熙年间。字不廛，一作大廛，一字禾甫，号天外野人、芦骛居、蒹葭主人、石崖居士。山西太原人，回族。梁檀是明末诸生，入清不仕，其人格、艺术均为傅山所推重，傅山时常向他请益画艺，并为之作传。梁檀精于绘事，临摹古人山水、人物、花鸟、虫鱼，无所不工。书法孤洁秀峻，自标一格。诗作也极清新。此幅作品曾为傅山所鉴赏。
董文涣 汉书下酒图,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/889.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e7b9cd918.jpg,纸本，纵28.7厘米，横57.5厘米。,董文涣（1833～1877年），字尧章，号砚樵，山西洪洞人。清咸、同年间著名诗人、诗律学家。咸丰进士，曾任顺天乡试、会试同考官。著述颇丰，有《砚樵山房诗集》、《砚樵山房文集》、《集韵编雅》、《砚樵山房日记》等。精于书法、鉴赏。为已故国画大师董寿平的祖父。洪洞董氏家族是清末盐商及官宦大族，家族藏书丰富。
傅山 草书《寿王锡予四十二韵》十二条屏,中国,山西博物馆,清,绫本,https://www.shanximuseum.com/cms/a/887.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/14/s5c13417cc100f.jpg,绫本，纵200厘米，横51.5厘米,"释文：王季子用予将冲寒破浪，寿贤仲六十于海陵，属友兄令器征字老夫。瞠乎村侨，钞誊无策，感天伦之盛事，叹友谊之无穷，即事漫书，得四十韵。蜗结丹崖老，鹪栖翠柏傍。柴门灯火闭，村巷足音忙。远道来千里，文翁第四郎。老人明耳目，夜色满衣裳。喜笑林云动，殷勤水月光。盈盘白粥进，下箸绿薤凉。淡薄知能恕，鲑蔬总不防。贫家难好饭，公子会须尝。旋致王生意，将称仲子杨。柴荆天市树，鸿雁海陵行。奇行无岩处，遨游不故乡。陶朱占地户，端木许门墙。德以任时好，名因得势彰。安能钓溪刻，作意射糟糠。烟雾随捃载，星河出橐装。神农既久远，虞夏已通商。斗僻离山国，朝宗狎海王。龙蛇纷变化，天地见圆方。都会趋三俗，牢盆试一匡。高才赋积雪，投笔鬻蜚霜。千丈连船白，差强用谷量。智仁良不易，劳苦念非常。兄弟思同被，江山负半囊。言闻古者赠，谬责老夫当。佳句还能记，飞书莫谓忘。题诗衲罫满，可缝墨华香。只是心肝别，全殊漫兴长。深藏佯守黑，谍辂到侨黄。即此真酥酪，而焉介酒浆。怡怡荣覆盛，止止鄂承祥。药可休玄雪，瓜容却黛瓤。许芝同采摘，茅鹤并翱翔。不似人间乐，何如兄弟强？天亲全混沌，伧父丑篇章。或发东公笑，原非李绪狂。穆雝推礼法，吊诡敢荒唐。好在宫髯问，于今道体康。往时严议论，称谓析微茫。湖静仍春雨，花浓定草堂。风云通兴会，吟咏更飞扬。老臂作痛，焚研久矣。喜好友子弟见过，数道高谊如云，感叹无喻，遂不觉欲枯之臂顿轻。篇中用事，皆用予为龙门文子之雅，不能忘之，遂三致意焉。是足为锡予词丈发噱满引者耶。   松侨老人真山书,傅山（1607～1684年），字青竹、青主、侨黄等，别号甚多，尤以“朱衣道人”著名。山西阳曲人。清代著名学者、思想家、医学家、文学家、书画家。傅山的书法在17世纪的中国书坛独树一帜，他于真、草、篆、隶无不擅长，并超时代地开创了清代碑学之先河。他喜以篆、籀笔法作书，重骨力，书出颜真卿，并总结出“宁拙毋巧，宁丑毋媚，宁支离毋轻滑，宁真率毋安排”的经验。他的画作也达到了很高的艺术境界，所画山水、梅、兰、竹等均极精妙，被列入“逸品”。他的字、画均渗透出超逸的品格和崇高的气节，流溢着爱国主义的气息。所著颇多，可惜大都散佚，流传者有《霜红龛集》、《两汉书姓名韵》、《傅青主女科》等。"
赵昌燮 篆书临《小臣守簋铭》,中国,山西博物馆,现代,纸,https://www.shanximuseum.com/cms/a/875.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c12125b42ec2.jpg,纸本。纵141厘米，横71.4厘米。,"临写经文“守殷铭”，释文：“隹五月既死霸辛未，王史小臣守事于夷，宾马两，金十钧，守敢对扬天子休令，用作铸引中仲宝簋，子子孙孙永宝用。奇觚室吉金文述所收守敦铭。”款署“辛未菊花时节抚于心隐行庵赵昌燮”。钤白文“赵昌燮”、朱文“铁山”两方印。书于1931年，作者时年五十六岁。,赵昌燮（1877～1945年），字铁山、惕山、铁栅，号汉痴，晚年号柴翁、心隐庵主人等，山西太谷人。赵昌燮在经史、书画、文学方面均有极深造诣，十九岁时，书法已著称乡里。宣统元年（1909年）中国近代史上最后一次科举取士，赵昌燮得选拔贡。辛亥后，他深居简出，精研书画，临习诸家，兼教子侄辈课读。他于书法造诣极深，初致力碑学，晚年又深研帖学。书法由唐上溯汉魏六朝，凡名家碑版，无不求索临池。篆、隶、真、行，四体皆精，书路之宽，为一般书家所不及。1926年，其书法作品在上海展出，被誉为“大江以北，无出其右”，人称“华北第一枝笔”，更有“南吴（吴昌硕）北赵”之誉。他于绘画亦有造诣，虽不多作，偶尔写意，均称佳品。所作诗文清慎文雅。著有《絅斋诗文集》、《读书杂钞》等。赵昌燮与榆次常赞春、常旭春兄弟，书风复古，直追秦汉，创造了民国山西书法史的又一高峰。"
赵昌燮 菊蟹图,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/890.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e776880a4.jpg,纸本，纵87厘米，横31厘米。,赵昌燮（1877～1945年），字铁山、惕山、铁栅，号汉痴，晚年号柴翁、心隐庵主人等，山西太谷人。赵昌燮在经史、书画、文学方面均有极深造诣，十九岁时，书法已著称乡里。宣统元年（1909年）中国近代史上最后一次科举取士，赵昌燮得选拔贡。辛亥后，他深居简出，精研书画，临习诸家，兼教子侄辈课读。他于书法造诣极深，初致力碑学，晚年又深研帖学。书法由唐上溯汉魏六朝，凡名家碑版，无不求索临池。篆、隶、真、行，四体皆精，书路之宽，为一般书家所不及。1926年，其书法作品在上海展出，被誉为“大江以北，无出其右”，人称“华北第一枝笔”，更有“南吴（吴昌硕）北赵”之誉。他于绘画亦有造诣，虽不多作，偶尔写意，均称佳品。所作诗文清慎文雅。著有《絅斋诗文集》、《读书杂钞》等。赵昌燮与榆次常赞春、常旭春兄弟，书风复古，直追秦汉，创造了民国山西书法史的又一高峰。
杨笃 《&lt;说文解字&gt;序》四条屏之三,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/847.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11bdc664044.jpg,纸本，纵168厘米，横40.7厘米。,"释文：壁中书者，鲁恭王坏孔子宅，而得《礼记》、《尚书》、《春秋》、《论语》、《孝经》。又北平侯张苍献《春秋左氏传》。郡国亦往往于山川得鼎彝，其铭即前代之古文，皆自相似。虽叵复见远流，其详可得略说也。 而世人大共非訾，以为好奇者也，故诡更正文，乡壁虚造不可知之书，变乱常行，以耀于世。诸生竞逐说字，解经谊，称秦之隶书为仓颉时书，云：“父子相传，何得改易！”乃猥曰：“马头人为长，人持十为斗，虫者，屈中也。”廷尉说律至以字断法：“苛人受钱，苛之字止句也。”若此者甚众，皆不合孔氏古文，谬于史籀。鄙夫俗儒，翫其所习，蔽所希闻。不见通学，未尝睹字例之条。怪旧执而善野言，以其所知为秘妙，究洞圣人之微旨。 节汉说文解字序 瑞生五兄大雅之属 丙芮中秋杨笃虬麋书于并门志馆,杨笃（1834～1894年），字巩凡，一字雅利，别署琴如，号秋湄，别号北屈，或署虬麋道人、吕香真逸等，山西乡宁人。杨笃为近代极为有名的方志界名家。他一生之中主撰了《山西通志》（光绪）、《蔚州志》、《代州志》等共计13部262卷，创造了我国历史上个人修志种数最多的记录。杨笃也是当时极负盛名的诗人、学者兼书法家，贯通经史，尤擅金石书法，好为篆字，古朴大雅，为人所重。"
傅眉 携琴访友图,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/893.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e67b7c9a1.jpg,纸本，纵178厘米，横47.5厘米。,傅眉（1628～1683年），字寿髦、竹岭，自号小蘖禅，山西阳曲人，傅山子。工书画，亦能篆刻，山水古朴有真趣，篆刻师秦汉，颇得家传之风。傅山对傅眉艺术的形成影响极大，傅眉的诗文、书画、学术均有极高的造诣，时人每每将其与傅山并称，加以赞赏。傅眉的书法柔中带刚，骨力纵横，他的画艺甚至与傅山各有千秋，较之乃父更加精巧细腻，别有一番情致。傅眉较傅山早几月去世，他的谢世无疑对傅山造成了巨大的打击。
傅山 户外一峰,中国,山西博物馆,清,绫本,https://www.shanximuseum.com/cms/a/891.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e7393e8a0.jpg,绫本，纵116厘米，横46厘米。,傅山（1607～1684年），字青竹、青主、侨黄等，别号甚多，尤以“朱衣道人”著名。山西阳曲人。清代著名学者、思想家、医学家、文学家、书画家。傅山的书法在17世纪的中国书坛独树一帜，他于真、草、篆、隶无不擅长，并超时代地开创了清代碑学之先河。他喜以篆、籀笔法作书，重骨力，书出颜真卿，并总结出“宁拙毋巧，宁丑毋媚，宁支离毋轻滑，宁真率毋安排”的经验。他的画作也达到了很高的艺术境界，所画山水、梅、兰、竹等均极精妙，被列入“逸品”。他的字、画均渗透出超逸的品格和崇高的气节，流溢着爱国主义的气息。所著颇多，可惜大都散佚，流传者有《霜红龛集》、《两汉书姓名韵》、《傅青主女科》等。
傅山 雨中画鸭图,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/892.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e6f248614.jpg,纸本，纵47.5厘米，横40厘米。,傅山（1607～1684年），字青竹、青主、侨黄等，别号甚多，尤以“朱衣道人”著名。山西阳曲人。清代著名学者、思想家、医学家、文学家、书画家。傅山的书法在17世纪的中国书坛独树一帜，他于真、草、篆、隶无不擅长，并超时代地开创了清代碑学之先河。他喜以篆、籀笔法作书，重骨力，书出颜真卿，并总结出“宁拙毋巧，宁丑毋媚，宁支离毋轻滑，宁真率毋安排”的经验。他的画作也达到了很高的艺术境界，所画山水、梅、兰、竹等均极精妙，被列入“逸品”。他的字、画均渗透出超逸的品格和崇高的气节，流溢着爱国主义的气息。所著颇多，可惜大都散佚，流传者有《霜红龛集》、《两汉书姓名韵》、《傅青主女科》等。
傅山 草书《青羊庵》,中国,山西博物馆,清,绢本,https://www.shanximuseum.com/cms/a/850.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11be0011bfe.jpg,绢本，纵154厘米，横45厘米,"释文：幽花烂漫斗春晖，庵主扶藜启石扉。煗雪团团山薝蔔，香风阵阵野蔷薇。山书,傅山（1607～1684年），字青竹、青主、侨黄等，别号甚多，尤以“朱衣道人”著名。山西阳曲人。清代著名学者、思想家、医学家、文学家、书画家。傅山的书法在17世纪的中国书坛独树一帜，他于真、草、篆、隶无不擅长，并超时代地开创了清代碑学之先河。他喜以篆、籀笔法作书，重骨力，书出颜真卿，并总结出“宁拙毋巧，宁丑毋媚，宁支离毋轻滑，宁真率毋安排”的经验。他的画作也达到了很高的艺术境界，所画山水、梅、兰、竹等均极精妙，被列入“逸品”。他的字、画均渗透出超逸的品格和崇高的气节，流溢着爱国主义的气息。所著颇多，可惜大都散佚，流传者有《霜红龛集》、《两汉书姓名韵》、《傅青主女科》等。"
