country,library,link,imageurl,size,artifactName,relicTime,material,description
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-1-O,https://lh3.googleusercontent.com/cL6raH8PjKvvEfZEReFWI74gr5phzw0SbBV7sqPf_TnCfSgkdUHmQWYR_LKpGDLT2OSBoh4LaPdY1Ony0xPis_13XQI=w200,,Albumblad,1850 - 1900,ink,Albumblad met een landschap. Behoort twee albums met 24 landschappen in de stijl van diverse meesters.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1505,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,,Kop,1700 - 1800,bamboo,Onregelmatig gevormde kop met en rondom doorlopende voorstelling van knoestige bomen in hoog reliëf.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15819-A,,height  40.6 cm,Baluster covered jar with lotus plants and cranes,c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-1-Q,https://lh3.googleusercontent.com/MIEQSIoMRbYbAcP9FWpTEhL85wgzqk0k4EJcP7Wt1tS2DwIJvSgKNvnXn-Q9zRUpf-NVnVrj8H3pSf8AbIq0sTQmLIE1=w200,,Albumblad,1850 - 1900,ink,Albumblad met een landschap. Behoort twee albums met 24 landschappen in de stijl van diverse meesters.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-1958-78-B,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,height  3.8 cm,Saucer-dish with a tiger and two birds on a branch,c. 1700 - c. 1724,porcelain,"Schaal van porselein, beschilderd op het glazuur in blauw, rood, groen, geel, zwart en goud. In Europa beschilderd in emailkleuren met op het plat bloeiende planten (chrysant, bamboe, aster, prunus) achter bijeengebonden heggen en een rots. Op de chrysanttak twee vogels. Hiernaast een tijger en twee vliegende vogels. Op de binnenrand een band met bloemranken. Enkele chips in de bruine rand. In Europa gedecoreerd in de Japanse Kakiemon-stijl."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15207,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,,Een karbouw in zwart speksteen,1800 - 1899,soapstone (metamorphic rock),Een karbouw in zwart speksteen.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1474,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,height  2.4 cm,Saucer-dish in the shape of a flower,c. 1100 - c. 1199,stoneware,"Schaal van steengoed in de vorm van een bloem, bedekt met een transparant glazuur met een lichtblauwe tint. De wand is gemodelleerd in tien bloembladeren, op de binnenwand gescheiden door ribben. Een barst in de wand. Qingbai."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1502,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,,Budai,c. 1600 - c. 1699,ivory,"Beeld van een zittende dikke man met een baard, één hand op de opgetrokken knie; de mantel is weggezakt, zodat de buik en schouders zijn ontbloot. De achterzijde is slechts ruw bewerkt. (barst in buik; neus afgesleten)."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1471,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,height  7.6 cm,Bowl with incised pearl chasing dragons,c. 1700 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1512,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,height  23 cm × width  16.7 cm × depth  13 cm,Beeld van een zittende bodhisattva,c. 1400 - c. 1500,wood (plant material),Beeld van een zittende bodhisattva (Mahsthamaprapta ?). De bodhisattva houdt een lotusstengel in zijn rechterhand. Zijn linkerhand houdt hij met de palm naar boven voor zijn middel.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15818-B,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,height  2.9 cm,Saucer-dish with two figures in a landscape,c. 1675 - c. 1724,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/NG-1981-12-B,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,drawing,Sampling the tea,c. 1770,,"Zes Hollandse mannen (tulband op, grote neuzen) keuren (ruikend) in een Chinees pakhuis in Kanton de thee uit rieten manden, op de voorgrond een gevlekte hond. De voorstelling bovenaan afgesloten door de rand van een dak. Onderdeel van een groep van vier gouaches over de productie en export van Chinese thee door de VOC rond 1750."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1481,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,height  16 cm × length  10 cm × width  8.5 cm,"Teapot with pearlchasing dragons, cranes and deer",c. 1600 - c. 1699,stoneware,"Theepot van rood steengoed met de buik, gebogen tuit en het opstaande handvat in de vorm van bamboestengels. Met een verguld bronzen montuur en kettingen. Op het bovenste deel van de buik tweemaal een vierklauwige, parel najagende draak in reliëf. Het onderste deel met kraanvogels, herten, bloemtak en vlinder. Op de schouder bloemtakken. De deksel met een kraanvogel en bloemtakken. Handvat en tuit zijn gebroken geweest. Yixing."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-1479,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,height  3.9 cm,Bowl with a brown glaze,c. 960 - c. 1279,stoneware,"Kom van steengoed met zesmaal gelobde wand, bedekt met een bruin glazuur. Twee chips in de rand; bakzand aan de voetring. Ding."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15205,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,height  4.5 cm × diameter  8.3 cm × width  8.7 cm,Kleine kom van opaak wit en jadegroen glas,c. 1800 - c. 1899,glass,Kleine kom van opaak wit en groen glas (imitatie van witte en groene jade). Het lichaam versierd met acht verticale ribben en cirkelvormen onder de uitstekende rand. Aan de zijkanten twee dierenmaskers. Vlakke standring.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15206-A,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,,Een kruipend kinderfiguur van speksteen,c. 1800 - c. 1899,soapstone (metamorphic rock),Een kruipend kinderfiguur van ivoorkleurig speksteen. Op de rug ingegrifte bloemtakken.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15206-B,https://lh3.googleusercontent.com/KbQoWLVQQqtSDtYkVzlGUkfLdg8vmAfSpsFaCXp2HOxhTntG5ecIai9Z5P_oONvOL1Rdm7FeF-iaYMKTnTu3VhWmEwA=w200,,Een kruipend kinderfiguur van speksteen,c. 1800 - c. 1899,soapstone (metamorphic rock),Een kruipend kinderfiguur van ivoorkleurig speksteen. Op de rug ingegrifte bloemtakken.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/BK-2001-2,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,length  182.0 cm × width  66.0 cm,Tafelloper met monogram 'AL' of 'LA',c. 1910 - c. 1914,linen (material),"Tafelloper met wit borduurwerk op batist met inzetten van naaldkant en filetwerk, afgezet met tussenzetsels en een geschulpte rand in kloskant. Aan de korte zijden tweemaal het monogram 'AL' of 'LA' in naaldkant tussenzetsels. Dit duidt er op dat de loper ter gelegenheid van het huwelijk van Anna Leyds-Carstens, of kort daarna, gemaakt is. Hierbij 19 samengebonden pakjes filetwerk en naaldkant, waarvan één vergezeld van een papiertje van Chinese tekst."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-MAK-500-B,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,,Door handles,c. 1600 - c. 1699,bronze (metal),"Deurhengsel, versierd met vijfklauwige draak. Opmerking: zie AK-MAK-500-A."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-1966-4,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,,Schrijfkist met porseleinen plaques,c. 1800 - c. 1850,porcelain,"Schrijfkist, op het deksel vier porseleinen plaques beschilderd met bloemen en bladeren en één met een figuur. Onder het smalle deel van het deksel ruimte met aparte vakken voor inktpot en pennen."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-11860-13-B,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,height  4.4 cm,"Bell-shaped cup and saucer with a woman, boy and rabbit",c. 1725 - c. 1749,porcelain,"Twee klokvormige koppen en een schotel van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, geel, paars, zwart en goud. Op het plat van de schotel een vrouw op een stoel met naast haar een jongen met voor hem een konijn; ze zijn omringd door geluksvoorwerpen als een drakenvaas, vaas met koraal en pauwenveren, bloemenvaas, fruitmand, wierookbrander en een vaas met rollen; de binnenrand met een decoratieve band met servetwerk. De koppen met dezelfde decoratie met een pioentak op de bodem. Schotel is gebroken geweest; een chip in de rand van een kop; de tweede kop is gebroken geweest. Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-1-G,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,,Albumblad,1850 - 1900,ink,Albumblad met een landschap. Behoort twee albums met 24 landschappen in de stijl van diverse meesters.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-2-4,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,,Rolschildering,1850 - 1900,paper,"Hangrol, behorend tot een groep van vier in de stijl van de vier Wangs. Samen met AK-RAK-1991-2-1, AK-RAK-1991-2-2 en AK-RAK-1991-2-3 in houten doos."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-11435-B,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,height  15.7 cm,Bowl,c. 1635 - c. 1650,porcelain,"Kom van porselein met een accoladevormige rand, beschilderd in onderglazuur blauw. De buitenwand is verdeeld in brede en smalle vakken. In de brede vakken Chinese mensen in landschappen met huizen en bomen die Europees aandoen. Om de vakken een band met krulwerk en aan de bovenzijde een bloemrank. De smalle vakken met een gestileerde bloem; boven de voet een band met bloemranken. Op de bodem een Chinese vrouw die in een interieur aan het spinnen is. De binnenwand met een vergelijkbare decoratie als de buitenwand alleen zijn de brede vakken afwisselend gevuld met het landschap of een bloemrank. Kraakporselein in blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15322-E,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,,Bord,1730 - 1750,porcelain,Gedecoreerd in onderglazuur blauw met bloeiende planten in het plat en bloemtakken op de rand.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15804-S,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,,Bord,1700 - 1725,porcelain,"Bord met een geschulpte rand, gedecoreerd in ondergalzuur blauw met in het centrun twee ruiters op konijnenjacht en op de wand en rand gestileerde lotusranken."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-1-X,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,,Albumblad,1850 - 1900,ink,Albumblad met een landschap. Behoort twee albums met 24 landschappen in de stijl van diverse meesters.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-1-C,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,,Albumblad,1850 - 1900,ink,Albumblad met een landschap. Behoort tot twee albums met 24 landschappen in de stijl van diverse meesters.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/BK-BR-612-21,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,,"Pot met deksel, groen geglazuurd en met in reliëf dierfiguren",c. 1850 - c. 1950,earthenware,"Pot met deksel, van aardewerk, groen geglazuurd en met in reliëf versierd met dierfiguren waaronder een draak. Op de wand twee maskers waar oorringen in gezeten hebben. Op de deksel klaverdriebladeren."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-6917-C,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,height  32 cm,"Bottle vase with powder blue, antiquities and precious objects",c. 1700 - c. 1724,porcelain,"Flesvormige vaas van porselein met een peervormige buik, ringvormige verdikking in de hals en uitlopende rand, beschilderd in onderglazuur blauw. De fles is bedekt met bleu poudré (poederblauw) met hierin uitgespaard drie geschulpte vakken op de wand gevuld met antiquiteiten en kostbaarheden; drie uitgespaarde vakken in de verdikking op de hals gevuld met drie verschillende wierrookbranders; op de onderzijde een dubbele cirkel. Een chip in de voetring. Bleu poudré met blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-1961-91-2,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,height  11.8 cm,Pearshaped milkjug with a crane near a peony plant and rock,c. 1725 - c. 1749,porcelain,"Peervormige kan van porselein met c-vormig oor en korte tuit uit de rand, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op de wand een bladvormig cartouche met hierin een kraanvogel in een landschap bij een bloeiende pioenplant en een rots; om het cartouche bloemranken in bianco sopra bianco; de rand met een decoratief patroon. De deksel met bloemranken in bianco sopra bianco en een band met decoratief patroon. Onderdeel van een servies. Europese vormen met famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15804-G,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,,Bord,1700 - 1725,porcelain,"Bord met een geschulpte rand, gedecoreerd in ondergalzuur blauw met in het centrun twee ruiters op konijnenjacht en op de wand en rand gestileerde lotusranken."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-6041,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,height  2.7 cm,"Plate with the Costerman revolt, the plundering of the house of Jacob van Zuylen",c. 1690 - c. 1700,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-KOG-313-25,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,height  2.9 cm,Saucer with a crucifixion scene,c. 1780,porcelain,"Schotel van porselein, beschilderd op het glazuur in zwart en goud. Op het plat van de schotel een voorstelling van de Kruisiging met de twee Maria's; op de rand een band met een decoratief patroon. Twee barsten en een chip in de rand. Onderdeel van een theeservies. Europese voorstelling in encre de Chine."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-2-2,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,,Rolschildering,1850 - 1900,paper,"Hangrol, behorend tot een groep van vier in de stijl van de vier Wangs. Samen met AK-RAK-1991-2-1, AK-RAK-1991-2-3 en AK-RAK-1991-2-4 in houten doos."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/NG-1984-15,https://lh3.googleusercontent.com/jZfaUNA6RPm_l8fsdwGyQbJuw2zgWrtS5x7MfcDW_cJ2SeYCxzK7pu8m_O9SoSujU_rvaKS515TytQ9GRl32BoZgiCY=w200,length  17.2 cm × width  6.1 cm,Ivoren deksel met oosters landschap,1750 - 1800,ivory,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-1961-91-16,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,height  3.7 cm,Bell-shaped cup with a crane near a peony plant and rock,c. 1725 - c. 1749,porcelain,"Klokvormige kop van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op het buitenzijde twee bladvormige cartouches met hierin een kraanvogel in een landschap bij een bloeiende pioenplant en een rots; tussen de cartouches bloemranken in bianco sopra bianco; de binnenrand met een decoratief patroon. Onderdeel van een servies. Europese vormen met famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15804-P,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,,Bord,1700 - 1725,porcelain,"Bord met een geschulpte rand, gedecoreerd in ondergalzuur blauw met in het centrun twee ruiters op konijnenjacht en op de wand en rand gestileerde lotusranken."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15804-M,,,Bord,1700 - 1725,porcelain,"Bord met een geschulpte rand, gedecoreerd in ondergalzuur blauw met in het centrun twee ruiters op konijnenjacht en op de wand en rand gestileerde lotusranken."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-1956-1-B,,height  7.1 cm,Dish with figures in a fenced garden near a pavilion,c. 1725 - c. 1730,porcelain,"Schotel van porselein, beschilderd in onderglazuur blauw en op het glazuur in blauw, rood, roze, groen, geel, zwart en goud. Op het plat twee geleerden aan een tafel met een bediende in een omheinde tuin bij een paviljoen; daarnaast een vrouw met in haar hand een kan voor een tafel met een bloemenvaas, een vaas met stokjes en een wierookbrander. Rechts een pioenplant en twee vlinders. Op de wand servetwerk met een bloem onderbroken door een cartouche met een bloemtak. De rand met een doorlopende voorstelling van vrouwen en kinderen in een interieur of landschap bezig met de productie van zijde. De buitenwand met twee bloemtakken. Famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13461,,height  7.5 cm,Cup with handle and saucer with a coat of arms and bamboo border with floral scrolls,c. 1750 - c. 1774,porcelain,"Oorkop van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, geel, zwart en goud. Op het plat van de schotel een ongeïdentificeerd familiewapen met een zon met een gezicht, een ster en een gouden balk op een blauwe achtergrond. Het wapen is omgeven door bladranken, een palmtak en bloemtak. Op de wand een bamboe band met bloemranken. De kop met dezelfde decoratie. Een chip in de rand van de kop. Wapenporselein met emailkleuren."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-1961-91-25,https://lh3.googleusercontent.com/VMC9Le9j8FabXZM5ipC27YVUb4Hw_y41N8nbYT__uKCftTGVAJYwkyQTJkcPXmlikUDPEFqQEdVb38tGHPynY3e936Y=w200,height  1.9 cm,Saucer with a crane near a peony plant and rock,c. 1725 - c. 1749,porcelain,"Schotel van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op het plat een bladvormig cartouche met hierin een kraanvogel in een landschap bij een bloeiende pioenplant en een rots; de wand met bloemranken in bianco sopra bianco; de rand met een decoratief patroon. Onderdeel van een servies. Europese vormen met famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-1-R,,,Albumblad,1850 - 1900,ink,Albumblad met een landschap. Behoort twee albums met 24 landschappen in de stijl van diverse meesters.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-1-N,,,Albumblad,1850 - 1900,ink,Albumblad met een landschap. Behoort twee albums met 24 landschappen in de stijl van diverse meesters.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-6786-B,,height  29 cm,Elongated ovoid covered jar with music playing women in a garden,c. 1680 - c. 1700,porcelain,"Hoge, slanke, eivormige dekselpot van porselein, beschilderd in onderglazuur blauw en goud. Op de buik een doorlopende voorstelling met musicerende vrouwen in een tuin. Dekselknop is gebroken geweest; knop blauw overschilderd. Blauw-wit."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RAK-1991-1-K,,,Albumblad,1850 - 1900,ink,Albumblad met een landschap. Behoort twee albums met 24 landschappen in de stijl van diverse meesters.
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-13851,,height  3.7 cm,Plate with women and children on a fenced terras in front of a pavilion,c. 1680 - c. 1720,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-15804-X,https://lh3.googleusercontent.com/MIEQSIoMRbYbAcP9FWpTEhL85wgzqk0k4EJcP7Wt1tS2DwIJvSgKNvnXn-Q9zRUpf-NVnVrj8H3pSf8AbIq0sTQmLIE1=w200,,Bord,1700 - 1725,porcelain,"Bord met een geschulpte rand, gedecoreerd in ondergalzuur blauw met in het centrun twee ruiters op konijnenjacht en op de wand en rand gestileerde lotusranken."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-KOG-313-14,https://lh3.googleusercontent.com/MIEQSIoMRbYbAcP9FWpTEhL85wgzqk0k4EJcP7Wt1tS2DwIJvSgKNvnXn-Q9zRUpf-NVnVrj8H3pSf8AbIq0sTQmLIE1=w200,height  4.5 cm,Bell-shaped cup with a crucifixion scene,c. 1780,porcelain,"Klokvormige kop van porselein met een rechte wand, beschilderd op het glazuur in zwart en goud. Op de buitenzijde twee keer een voorstelling van de Kruisiging met de twee Maria's; de bodem met een twijg; op de binnenrand een band met een decoratief patroon. Onderdeel van een theeservies. Europese voorstelling in encre de Chine."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-NM-10207-B,https://lh3.googleusercontent.com/MIEQSIoMRbYbAcP9FWpTEhL85wgzqk0k4EJcP7Wt1tS2DwIJvSgKNvnXn-Q9zRUpf-NVnVrj8H3pSf8AbIq0sTQmLIE1=w200,height  4.7 cm,"Bell-shaped cup with a coat of arms, lotus scrolls and spearhead-border",c. 1740 - c. 1760,porcelain,
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-1961-91-30,,height  1.9 cm,Saucer with a crane near a peony plant and rock,c. 1725 - c. 1749,porcelain,"Schotel van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op het plat een bladvormig cartouche met hierin een kraanvogel in een landschap bij een bloeiende pioenplant en een rots; de wand met bloemranken in bianco sopra bianco; de rand met een decoratief patroon. Twee barsten in de wand. Onderdeel van een servies. Europese vormen met famille rose."
中国,阿姆斯特丹国立博物馆,https://www.rijksmuseum.nl//en/collection/AK-RBK-1961-91-24,,height  1.9 cm,Saucer with a crane near a peony plant and rock,c. 1725 - c. 1749,porcelain,"Schotel van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op het plat een bladvormig cartouche met hierin een kraanvogel in een landschap bij een bloeiende pioenplant en een rots; de wand met bloemranken in bianco sopra bianco; de rand met een decoratief patroon. Onderdeel van een servies. Europese vormen met famille rose."
