artifact_name,artifact_country,artifact_library,artifact_time,artifact_size,artifact_category,artifact_image,artifact_url,artifact_description
铜簠,中国,湖北博物馆,战国中晚期,"通高30.2, 长33, 宽23.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/ef1ba175177f5e369865f15f59a1c0ed.jpeg,http://hbsbwg.cjyun.org/qtq/p/5083.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛谷物器，通高30.2，长33，宽23.4cm
铜矮足案,中国,湖北博物馆,战国中晚期,"通高12.4, 长43.8, 宽32.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/db431561860ef398aae048f541e17de4.jpeg,http://hbsbwg.cjyun.org/qtq/p/5097.html,战国中晚期（距今约2320年），九连墩1号幕出土，陈食器，通高12.4，长43.8，宽32.4cm
铜高柄壶形杯,中国,湖北博物馆,战国中晚期,"通高23.3, 口径4.5, 腹径8.8, 盖径4.8, 底径6.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/43a1963ef4fab3d8d05d045c83ce012d.jpeg,http://hbsbwg.cjyun.org/qtq/p/5089.html,战国中晚期（距今约2320年），九连墩1号幕出土，饮酒器，通高23.3，口径4.5，腹径8.8，盖径4.8， 底径6.4cm
铜俎,中国,湖北博物馆,战国中晚期,"通高12.4, 长43.8, 宽32.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/4c558da44a3b95e5a6162a7d6c9a739c.jpeg,http://hbsbwg.cjyun.org/qtq/p/5098.html,战国中晚期（距今约2320年），九连墩1号幕出土，陈食器，通高12.4，长43.8，宽32.4cm
铜甬钟,中国,湖北博物馆,战国中晚期,"通高67.8, 舞修21.9, 铣间24.6cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/4c47db308f51388296d0f36a0584be49.jpeg,http://hbsbwg.cjyun.org/qtq/p/5102.html,战国中晚期（距今约2320年），九连墩1号幕出土，乐器，通高67.8，舞修21.9，铣间24.6cm
铜镬鼎,中国,湖北博物馆,战国中晚期,"通高66, 口径79, 两耳间距104.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/ffbcd3b2a5c4bfa86061828e4c6ef048.jpeg,http://hbsbwg.cjyun.org/qtq/p/5103.html,战国中晚期（距今约2310年），九连墩2号幕出土，煮牲器，通高66，口径79，两耳间距104.4cm
铜盖豆,中国,湖北博物馆,战国中晚期,"通高32.8, 口径18.4, 盖径20.4, 腹径20.6, 底径14cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/3c7e2d725f1c9c300bfa5cc3d173dbc7.jpeg,http://hbsbwg.cjyun.org/qtq/p/5106.html,战国中晚期（距今约2310年），九连墩2号幕出土，盛食器，通高32.8，口径18.4，盖径20.4，腹径20.6，底径14cm
铜壶,中国,湖北博物馆,战国中晚期,"通高51, 口径17.8, 盖径18.4, 腹径35cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/b3ae4d813748e1356509701b92e00525.jpeg,http://hbsbwg.cjyun.org/qtq/p/5110.html,战国中晚期（距今约2310年），九连墩2号幕出土，盛酒器，通高51，口径17.8，盖径18.4，腹径35cm
铜盒,中国,湖北博物馆,战国中晚期,"通高16.5, 口径21.9, 腹径22.2cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/b1e515eb79812e8673dbae78cfc1dd38.jpeg,http://hbsbwg.cjyun.org/qtq/p/5109.html,战国中晚期（距今约2310年），九连墩2号幕出土，盛饭粥器，通高16.5，口径21.9，腹径22.2cm
铜圆鉴,中国,湖北博物馆,战国中晚期,"通高32.4, 口径67, 两耳间距80cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/ebd1bc80e07fffcd0b2c1999e45fac2a.jpeg,http://hbsbwg.cjyun.org/qtq/p/5111.html,战国中晚期（距今约2310年），九连墩2号幕出土，冰（温）食器，通高32.4，口径67，两耳间距80cm
四钮缶,中国,湖北博物馆,战国,"高34.3, 口径16cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/3cb8ab9cca650f9238b5a9f58c07aeee.jpeg,http://hbsbwg.cjyun.org/qtq/p/5112.html,战国，高34.3口径16cm，1986年荆门包山2号墓出土
龙柄铜匜,中国,湖北博物馆,春秋,"高11.5, 长26.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/addefc4001ca47cedd1474f0baeb6bd4.jpeg,http://hbsbwg.cjyun.org/qtq/p/5113.html,春秋，高11.5，长26.5cm，1972年襄阳山湾出土
匜,中国,湖北博物馆,战国,"腹深11, 全长25cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/976dad6ff39ed0c59c6b4064bd49ba61.jpeg,http://hbsbwg.cjyun.org/qtq/p/5115.html,战国，腹深11，全长25cm，1965年江陵望山1号墓出土
铺首衔环匜,中国,湖北博物馆,战国,"腹深12.5, 全长36.1cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/1e1a42b37b54f38de042db1b6bb33922.jpeg,http://hbsbwg.cjyun.org/qtq/p/5116.html,战国，腹深12.5，全长36.1cm，1986年荆门包山2号墓出土
双提链盘,中国,湖北博物馆,战国,口径51.6cm,青铜器,https://img.cjyun.org.cn/a/10695/202404/71e58b0cf0e58e5f66627fd0c750ba61.jpeg,http://hbsbwg.cjyun.org/qtq/p/5118.html,战国，盘深8.8，口径51.6cm，1986年荆门包山2号墓出土
圆鉴,中国,湖北博物馆,战国,"高24.7, 口径51.7cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/f71641034b0d2f52cb97a0299817afa2.jpeg,http://hbsbwg.cjyun.org/qtq/p/5120.html,战国，高24.7，口径51.7cm，1986年荆门包山2号墓出土
盘,中国,湖北博物馆,战国,"高12, 口径43.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/bd93327c62d0777bf9a8a39e05258ebf.jpeg,http://hbsbwg.cjyun.org/qtq/p/5119.html,战国，高12，口径43.4cm，1965年江陵望山1号墓出土
剑,中国,湖北博物馆,战国,"宽3.3, 全长38.5, 剑身长27.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/3e16d8ac050bd0d3ada2d8d95c2e1150.jpeg,http://hbsbwg.cjyun.org/qtq/p/5126.html,战国，宽3.3，全长38.5，剑身长27.5cm，1965年江陵望山1号墓出土
提炼炉,中国,湖北博物馆,战国,"高9, 口径29.4, 链长23.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/99c585c8f75a6115e51869efcfbe0231.jpeg,http://hbsbwg.cjyun.org/qtq/p/5123.html,战国，高9，口径29.4，链长23.5cm，1965年江陵望山1号墓出土
窄援长内铜戈,中国,湖北博物馆,战国,"援长16, 内长10.3, 阑长12.6, 胡长10.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/bf6bafc60892658eaefaf60158a93ea8.jpeg,http://hbsbwg.cjyun.org/qtq/p/5130.html,战国，援长16，内长10.3，阑长12.6，胡长10.4cm，1965年江陵望山4号墓出土
熏杯,中国,湖北博物馆,战国,"高10.4, 口径8.9, 底径7cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/86bba47a99e6bcce21d3759b20b9b061.jpeg,http://hbsbwg.cjyun.org/qtq/p/5144.html,战国，高10.4，口径8.9，底径7cm，1965年江陵望山1号墓出土
鸟首形杯,中国,湖北博物馆,战国,"高7.5, 口径14.3cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/d0a7c1a2b549f8dc41d23498bdced3e5.jpeg,http://hbsbwg.cjyun.org/qtq/p/5143.html,战国，高7.5，口径14.3cm，1986年荆门包山2号墓出土
鎏金铜带钩,中国,湖北博物馆,战国,"长14.5, 头宽1.1, 尾宽2.6cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/871efc11aee1fd140cc8f8eeb7480fd2.jpeg,http://hbsbwg.cjyun.org/qtq/p/5151.html,战国，长14.5，头宽1.1，尾宽2.6cm，1966年江陵望山3号墓出土
凤纹熏杯,中国,湖北博物馆,战国,"高7.5, 口径14.3cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/6b7e74910e48afbc8dec48627665b2a3.jpeg,http://hbsbwg.cjyun.org/qtq/p/5145.html,战国，高7.5，口径14.3cm，1986年荆门包山2号墓出土
短炳戈,中国,湖北博物馆,战国,"戈长18.3, 柄通长81cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/3ca341e12944e03911453c20fad16586.jpeg,http://hbsbwg.cjyun.org/qtq/p/5137.html,战国，戈长18.3，柄通长81cm，1986年江陵雨台山10号墓出土
大铜勺,中国,湖北博物馆,战国,"勺径18.8, 通长52.2cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/c8609ed37964cb5e388eb3c0928a5a7f.jpeg,http://hbsbwg.cjyun.org/qtq/p/5121.html,战国，勺径18.8，通长52.2cm，1986年荆门包山2号墓出土
错金银龙凤纹铁带钩,中国,湖北博物馆,战国,"长46.2, 宽6.5, 厚0.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/2ebe481ba5984cd07841758cca54f51a.jpeg,http://hbsbwg.cjyun.org/qtq/p/5150.html,战国，长46.2，宽6.5，厚0.5cm。1965年江陵望山1号墓出土
镂空凤纹铜镜,中国,湖北博物馆,战国,直径11cm,青铜器,https://img.cjyun.org.cn/a/10695/202404/776942fb1a7e05e59204469b0b17779b.jpeg,http://hbsbwg.cjyun.org/qtq/p/5153.html,战国，直径11cm，1985年江陵九店315号墓出土
铜殳,中国,湖北博物馆,战国,"通高17.9, 銎径3cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/51928109783cbab505e777c1dd7bc861.jpeg,http://hbsbwg.cjyun.org/qtq/p/5136.html,战国，通高17.9，銎径3cm，1978年随州曾侯乙墓出土
三棱形箭镞,中国,湖北博物馆,战国,"长 14.7, 宽 1.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/43f870e3ff8569afc0bdc31741c77a40.jpeg,http://hbsbwg.cjyun.org/qtq/p/5139.html,战国，长 14.7 ，宽 1.4cm ， 1965 年江陵望山 2 号墓出土
铜殳,中国,湖北博物馆,春秋,"长11.6, 銎径3cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/828a7c4d7255f350c86392330fd1ed42.jpeg,http://hbsbwg.cjyun.org/qtq/p/5135.html,春秋，长11.6，銎径3cm，1984年当阳曹家岗5号墓出土
矛,中国,湖北博物馆,战国,"长15.1, 銎径2.2cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/f1cb0810d8c80c372d9460611413df85.jpeg,http://hbsbwg.cjyun.org/qtq/p/5128.html,战国，长15.1，銎径2.2cm，1965年江陵望山1号墓出土
铜人擎灯,中国,湖北博物馆,战国,"通高16.3, 灯盘口径8.6cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/faf994928ba89f25d34824252c7ab9c5.jpeg,http://hbsbwg.cjyun.org/qtq/p/5148.html,战国，通高16.3，灯盘口径8.6cm，1986年荆门包山2号墓出土
矛,中国,湖北博物馆,战国,"长31, 銎径3.2",青铜器,https://img.cjyun.org.cn/a/10695/202404/5ee38ce5882c9c15588eee6f66629208.jpeg,http://hbsbwg.cjyun.org/qtq/p/5129.html,战国，长31，銎径3.2�2.4cm，1965年江陵望山4号墓出土
镂空龙纹夹层铜镜,中国,湖北博物馆,战国,"边长11.1, 厚0.25cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/d9ed5c9e9a878ccab94b023797939497.jpeg,http://hbsbwg.cjyun.org/qtq/p/5154.html,战国，边长11.1，厚0.25cm，1986年荆门包山2号墓出土
楚王孙渔戟,中国,湖北博物馆,春秋晚期,"通长17.8, 援长16.2, 胡长10.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/e82b3cc48e0f3e12eb079b7ed211881e.jpeg,http://hbsbwg.cjyun.org/qtq/p/5133.html,春秋晚期，通长17.8，援长16.2，胡长10.5cm，江陵长湖南边出土
剑,中国,湖北博物馆,战国,"宽4.8, 全长62.7, 剑身长53.1cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/74d676ee7816660d600fa2d57b675e4f.jpeg,http://hbsbwg.cjyun.org/qtq/p/5127.html,战国，宽4.8，全长62.7，剑身长53.1cm，1965年江陵望山1号墓出土
箭镞（一组）,中国,湖北博物馆,战国,,青铜器,https://img.cjyun.org.cn/a/10695/202404/16c65052080ed1d75c4b97c16958ed35.jpeg,http://hbsbwg.cjyun.org/qtq/p/5141.html,战国，1986年金陵包山2号墓出土
箭镞（一组）,中国,湖北博物馆,战国,,青铜器,https://img.cjyun.org.cn/a/10695/202404/4c4ffaf67750b48368cd3a781317a33f.jpeg,http://hbsbwg.cjyun.org/qtq/p/5140.html,战国，1986年金陵包山2号墓出土
飞鸟,中国,湖北博物馆,战国,高21.4cm,青铜器,https://img.cjyun.org.cn/a/10695/202404/1cd0f5eed679f3f3279151dcdf6a02cf.jpeg,http://hbsbwg.cjyun.org/qtq/p/5146.html,战国，高21.4cm，1986年荆门包山2号墓出土
无锋刃箭镞（一组）,中国,湖北博物馆,战国,,青铜器,https://img.cjyun.org.cn/a/10695/202404/4ab737ac043d7916b570e6c3279a6c61.jpeg,http://hbsbwg.cjyun.org/qtq/p/5158.html,战国，1965年江陵望山号墓出土
浅腹铜套盒,中国,湖北博物馆,战国,"高5.8, 口径19.4cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/381dd457950ec02c95f11906a6b03a73.jpeg,http://hbsbwg.cjyun.org/qtq/p/5122.html,战国，高5.8，口径19.4cm，1986年荆门包山2号墓出土
剑,中国,湖北博物馆,战国,通长48.3cm,青铜器,https://img.cjyun.org.cn/a/10695/202404/193e20fc3f456bfcad093867c18ba351.jpeg,http://hbsbwg.cjyun.org/qtq/p/5125.html,战国，通长48.3cm，1965年江陵望山4号墓出土
凤纹铜镜,中国,湖北博物馆,战国,直径12.2cm,青铜器,https://img.cjyun.org.cn/a/10695/202404/5a0a23248ed01e426111f94483cd0286.jpeg,http://hbsbwg.cjyun.org/qtq/p/5155.html,战国，直径12.2cm，1982年江陵九店13号墓出土
铜面具,中国,湖北博物馆,,"长18.5, 宽135",青铜器,https://img.cjyun.org/a/10695/202301/a66092fc0bca161694ede0988c68a376.jpeg,http://hbsbwg.cjyun.org/qtq/p/5520.html,盘龙城采集 长18.5、宽135.cm 研究者认为该面具属于马面饰，这在商代还是第一次发现。从面具的功能来看，它的使用范围应该更加广泛。
铜觚,中国,湖北博物馆,,"通高18.8, 口径12.4cm",青铜器,https://img.cjyun.org/a/10695/202301/f6662051c1f8a03401e4830500c27346.jpeg,http://hbsbwg.cjyun.org/qtq/p/5518.html,西城垣1号墓出土 通高18.8、口径12.4cm 器身饰凸弦纹、饕餮纹。圈足有三个“十”字镂孔。
铜觚,中国,湖北博物馆,,"通高18.8, 口径12.4cm",青铜器,https://img.cjyun.org/a/10695/202301/3e03e7a0f133a2a97f3f57af5c480d44.jpeg,http://hbsbwg.cjyun.org/qtq/p/5486.html,西城垣1号墓出土 通高18.8、口径12.4cm 器身饰凸弦纹、饕餮纹，圈足上有三个“十”字镂孔。
铜炉,中国,湖北博物馆,战国中晚期,"通高19, 长68.6, 宽51cm",青铜器,https://img.cjyun.org/a/10695/202301/c82588153ac526fac35c8098373ac84f.jpeg,http://hbsbwg.cjyun.org/qtq/p/5474.html,战国中晚期（距今约2310年） 九连墩2号幕出土 取暖器 通高19、长68.6、宽51cm
铜盆,中国,湖北博物馆,战国中晚期,"通高15.1, 口径41cm",青铜器,https://img.cjyun.org/a/10695/202301/2667d75cca621cebd4b05154324b4f29.jpeg,http://hbsbwg.cjyun.org/qtq/p/5470.html,战国中晚期（距今约2310年） 九连墩2号幕出土 承接明（露）水器 通高15.1、口径41cm
蟠螭纹铜升鼎,中国,湖北博物馆,,"高32.4, 口径39, 耳距49.8cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/577e29cbfae619ac3515d6250e0679ee.jpeg,http://hbsbwg.cjyun.org/qtq/p/6162.html,高32.4，口径39，耳距49.8cm，湖北荆门包山M2:137
考叔父铜簠,中国,湖北博物馆,,"高21.9, 口径28.6×21.6cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/ea298b58cd01b47e1b9e1e9ac356ad37.jpeg,http://hbsbwg.cjyun.org/qtq/p/6160.html,高21.9，口径28.6×21.6cm，枝江百里洲
方耳卧牛钮盖鼎,中国,湖北博物馆,,"高48.8, 口径41.5, 耳距53cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/f00f6dcaee62b9e4bb11ee43de9f7205.jpeg,http://hbsbwg.cjyun.org/qtq/p/6161.html,高48.8，口径41.5，耳距53cm，湖北荆门包山M2:72
蟠螭纹龙形耳铜和,中国,湖北博物馆,,"长11.9, 宽9.7, 耳距13.5, 高5.3cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/b1bc144979994ef979467596449f90ef.jpeg,http://hbsbwg.cjyun.org/qtq/p/6158.html,口径长11.9，口径宽9.7，耳距13.5，高5.3cm，襄阳余岗山湾采集:12
镶嵌龙凤纹樽,中国,湖北博物馆,,"高17, 口径24.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/8522be7f2c3104dbdc8ca6f270084293.jpeg,http://hbsbwg.cjyun.org/qtq/p/6159.html,高17口径24.5cm江陵望山M2头箱
凹口(骨交）锐本式铜矛,中国,湖北博物馆,,"全长31.2, 最宽处4.7, 銎口长3.1*2.2cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/bb23cc2990575f90584f7c161ff18ee4.jpeg,http://hbsbwg.cjyun.org/qtq/p/6171.html,全长31.2，最宽处4.7，銎口长3.1*2.2cm，江陵望山M4:11
素面铜匜,中国,湖北博物馆,,"高7.5, 流长22.7cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/2eb2170d1c75debef025c4bc3a16952b.jpeg,http://hbsbwg.cjyun.org/qtq/p/6168.html,高7.5，带流长22.7cm，江陵望山M1头51
素面铜盘,中国,湖北博物馆,,"高12, 口径44.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/a4b5927357c7a27af02949329cd6d9dd.jpeg,http://hbsbwg.cjyun.org/qtq/p/6167.html,高12，口径44.5cm，江陵望山M1头50
长枚甬钟,中国,湖北博物馆,,"通高50.5, 铣间16.8*14, 钲全长20.5, 钲上部长14.7, 钲下部长5.5, 修长25, 舞长14.8, 舞宽12.6, 甬长25cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/5d4e7d1179e01aa7477b9ba157af6e47.jpeg,http://hbsbwg.cjyun.org/qtq/p/6183.html,通高50.5，铣间16.8*14，钲全长20.5，钲上部长14.7，钲下部长5.5，修长25，舞长14.8，舞宽12.6，甬长25cm，九连墩M1:893
楚王孙（渔）之用铜矛,中国,湖北博物馆,,"通长27, 宽4.7, 长19, 銎径3.3×2.3",青铜器,https://img.cjyun.org.cn/a/10695/202404/718e27100d106c01952a32dc98ad8023.jpeg,http://hbsbwg.cjyun.org/qtq/p/6181.html,通长27，宽4.7，叶长19，銎径3.3×2.3，00荆门左冢M3：29
短枚钮钟,中国,湖北博物馆,,"通高21, 铣间12*9, 修长17, 钲全长13.2, 钲下部4.7, 钲上部8.2, 钟长10.5, 舞宽7.6, 钮长4.4, 钮宽2.6, 钮厚1*0.8, 枚高0.6cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/b75bf60f06019dd9957da0ad47f58036.jpeg,http://hbsbwg.cjyun.org/qtq/p/6182.html,通高21，铣间12*9，修长17，钲全长13.2，钲下部4.7，钲上部8.2，钟长10.5，舞宽7.6，钮长4.4，钮宽2.6，钮厚1*0.8，枚高0.6cm，九连墩M1:893
镬鼎,中国,湖北博物馆,,"高42, 口径53.5cm",青铜器,https://img.cjyun.org.cn/a/10695/202404/d9cfafbbaa403d016a6dfdf3f9857869.jpeg,http://hbsbwg.cjyun.org/qtq/p/6191.html,高42，口径53.5cm，湖北荆门包山M2:146
嵌地几何云纹铜敦,中国,湖北博物馆,战国,"高22.8, 口径17.5cm",青铜器,https://img.cjyun.org/a/10695/202301/8effdc42bacd02cd0178ed6f2c3cb69d.jpeg,http://hbsbwg.cjyun.org/qtq/p/4752.html,战国，高22.8口径17.5cm，1974年秭归斑鸠窝出土。
曾仲斿父壶,中国,湖北博物馆,西周晚期,"通高 66, 宽 23.8cm",青铜器,https://img.cjyun.org/a/10695/202301/3211e9a1fabad3e785fd9509a2c0bd12.jpeg,http://hbsbwg.cjyun.org/qtq/p/4714.html,西周晚期，通高 66 ，宽 23.8cm ， 1996 年湖北京山宋河坪坝苏家垅出土。
吴王夫差矛,中国,湖北博物馆,春秋晚期,长29.5cm,青铜器,https://img.cjyun.org/a/10695/202301/8714df0da0af509f74908aa6bd0439b5.jpeg,http://hbsbwg.cjyun.org/qtq/p/4717.html,春秋晚期，长29.5cm，1983年江陵马山5号墓出土。
短颈圆肩壶,中国,湖北博物馆,战国,"高21, 口径9.9cm",青铜器,https://img.cjyun.org/a/10695/202301/c8595671e708f93c4b61491cec373990.jpeg,http://hbsbwg.cjyun.org/qtq/p/5002.html,战国，高21口径9.9cm，1986年荆门包山2号墓出土
素面扁足铜簋,中国,湖北博物馆,春秋,"高16.6, 径11.6cm",青铜器,https://img.cjyun.org/a/10695/202301/c9820101b824c890ab97a4d9f7ea2dc5.jpeg,http://hbsbwg.cjyun.org/qtq/p/4745.html,春秋，高16.6径11.6cm，1973年当阳赵家塝3号墓出土。
铜缶,中国,湖北博物馆,战国中晚期,"通高46.6, 口径18, 腹径36.4cm",青铜器,https://img.cjyun.org/a/10695/202301/186653422df87971dc7fafe20f014d34.jpeg,http://hbsbwg.cjyun.org/qtq/p/5108.html,战国中晚期（距今约2310年），九连墩2号幕出土，盛酒器，通高46.6，口径18，腹径36.4cm
铜深腹方盘盖豆,中国,湖北博物馆,战国中晚期,"通高34.3, 宽19.8, 底径11.6, 通宽24cm",青铜器,https://img.cjyun.org/a/10695/202301/8610c016db8b59a3d37fc69938192a73.jpeg,http://hbsbwg.cjyun.org/qtq/p/5084.html,战国中晚期（距今约2320年），九连墩1号墓出土，盛食器，通高34.3，口长、宽19.8， 底径11.6，通宽24cm
铜缶,中国,湖北博物馆,战国中晚期,"通高35.8, 口径15.7, 腹径28.4, 底径16.4cm",青铜器,https://img.cjyun.org/a/10695/202301/4292a1f97886524571f8e7b3a3ba25ae.jpeg,http://hbsbwg.cjyun.org/qtq/p/5090.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛酒器，通高35.8，口径15.7，腹径28.4，底径16.4cm
铜浅腹圆盘豆,中国,湖北博物馆,战国中晚期,"通高28, 口径21.4, 底径13.7cm",青铜器,https://img.cjyun.org/a/10695/202301/7ec60203b05d214ee944f387aa2a2a77.jpeg,http://hbsbwg.cjyun.org/qtq/p/5085.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛食器，通高28，口径21.4， 底径13.7cm
铜鬲,中国,湖北博物馆,战国中晚期,"通高11.4, 口径15.3, 腹径15.5 cm",青铜器,https://img.cjyun.org/a/10695/202301/91c87fcc321f61d9e3234302d6745de4.jpeg,http://hbsbwg.cjyun.org/qtq/p/5092.html,战国中晚期（距今约2320年），九连墩1号幕出土，饮食器，通高11.4，口径15.3，腹径15.5 cm
铜深腹圆盘盖豆,中国,湖北博物馆,战国中晚期,"通高29, 口径13.4, 腹径10.6cm",青铜器,https://img.cjyun.org/a/10695/202301/0b02863e600eaf5a713f4f19249fee32.jpeg,http://hbsbwg.cjyun.org/qtq/p/5082.html,战国中晚期（距今约2320年），九连墩1号 墓 出土，盛食器，通高29，口径13.4，腹径10.6cm
铜尊,中国,湖北博物馆,战国中晚期,"通高32, 口径28.6, 腹径20, 底径20.8cm",青铜器,https://img.cjyun.org/a/10695/202301/7a241134280bfacafb40e0d0b56e77cc.jpeg,http://hbsbwg.cjyun.org/qtq/p/5095.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛明水（露水）器，通高32，口径28.6，腹径20，底径20.8cm
铜匕,中国,湖北博物馆,战国中晚期,"通长26.3, 宽4.6cm",青铜器,https://img.cjyun.org/a/10695/202301/ba73772977e8aae3e331d3e72cd5c058.jpeg,http://hbsbwg.cjyun.org/qtq/p/5093.html,战国中晚期（距今约2320年），九连墩1号幕出土，进食器，通长26.3，宽4.6cm
蔡候朱缶,中国,湖北博物馆,战国,"高36, 口径24.2cm",青铜器,https://img.cjyun.org/a/10695/202301/d5e1911de412bb13a67b48340daa16c6.jpeg,http://hbsbwg.cjyun.org/qtq/p/5070.html,战国，高36口径24.2cm，1958年宜城安乐坨出土
铜盘,中国,湖北博物馆,战国中晚期,"通高12.7, 口径34, 底径28.2cm",青铜器,https://img.cjyun.org/a/10695/202301/80a34bebb19d45675fe9baf3c6a936f1.jpeg,http://hbsbwg.cjyun.org/qtq/p/5096.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛尊器，通高12.7，口径34，底径28.2cm
铜盘,中国,湖北博物馆,春秋（楚国）,"高12, 高6.5cm",青铜器,https://img.cjyun.org/a/10695/202301/b7357f0ff5096217f8aad5ff43a263ed.jpeg,http://hbsbwg.cjyun.org/qtq/p/5117.html,春秋（楚国），高12，足高6.5cm，1965年湖北枝江百里洲出土
铜甗,中国,湖北博物馆,战国中晚期,"通高53.4, 甑高28.3, 口径35, 两耳间距40.8, 鬲高25.6, 口径17.6, 腹径22.6 cm",青铜器,https://img.cjyun.org/a/10695/202301/39b2534c3c445ee9e0ba3defa9591a18.jpeg,http://hbsbwg.cjyun.org/qtq/p/5094.html,战国中晚期（距今约2320年），九连墩1号幕出土，蒸食器，通高53.4，甑高28.3，口径35，两耳间距40.8，鬲高25.6，口径17.6，腹径22.6 cm
铜卵缶,中国,湖北博物馆,战国,"高34, 口径21, 耳距45cm",青铜器,https://img.cjyun.org/a/10695/202301/dd327a0d246c66cf236b501ae981bc2a.jpeg,http://hbsbwg.cjyun.org/qtq/p/5071.html,战国，高34，口径21，耳距45cm，1986年荆门包山2号墓出土
铜升鼎,中国,湖北博物馆,战国中晚期,,青铜器,https://img.cjyun.org/a/10695/202301/7bcc378824f808a7e58a990dbf3742de.jpeg,http://hbsbwg.cjyun.org/qtq/p/5077.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛焖牲器
铜升鼎,中国,湖北博物馆,战国中晚期,"通高41.4, 口径41, 两耳间距57.8cm",青铜器,https://img.cjyun.org/a/10695/202301/568cfe7a509067a26ea5cadc2e7caa21.jpeg,http://hbsbwg.cjyun.org/qtq/p/5076.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛焖（半生不熟）牲器，通高41.4，口径41，两耳间距57.8cm
迅缶,中国,湖北博物馆,战国,"高50.2, 口径24.5cm",青铜器,https://img.cjyun.org/a/10695/202301/a3ec6614878e98121304cfe496448f74.jpeg,http://hbsbwg.cjyun.org/qtq/p/5072.html,战国，高50.2口径24.5cm，1986年荆门包山2号墓出土
铜鼎,中国,湖北博物馆,战国中晚期,"通高32.7, 口径25.4, 腹径30, 两耳间距33.4cm",青铜器,https://img.cjyun.org/a/10695/202301/6ad82ff05993d5f9431f72513b79a283.jpeg,http://hbsbwg.cjyun.org/qtq/p/5079.html,战国中晚期（距今约2320年），九连墩1号幕出土，盛熟牲鼎，通高32.7，口径25.4，腹径30，两耳间距33.4cm
铜鼎,中国,湖北博物馆,战国中晚期,,青铜器,https://img.cjyun.org/a/10695/202301/e29a49bb133c3ba077714ca4186d1143.jpeg,http://hbsbwg.cjyun.org/qtq/p/5104.html,战国中晚期（距今约2310年），九连墩2号幕出土，盛熟牲器
铜人擎灯,中国,湖北博物馆,战国中晚期,"通高24.85, 高12.3, 盘口径11.2cm",青铜器,https://img.cjyun.org/a/10695/202301/844d4e00762bdc758ca6f8ce83ed962d.jpeg,http://hbsbwg.cjyun.org/qtq/p/5100.html,战国中晚期（距今约2320年），九连墩1号幕出土，照明器，通高24.85，人高12.3，盘口径11.2cm
